platform_reference_id	platform_project_reference	platform_type	platform_depth	latitude(degree_north)	longitude(degree_east)	datacenter_reference
Seabird Island	FWS	Underwater mooring	135.3	49.221433	-121.70754	nep
Stave 1b	FWS	Underwater mooring	135.3	49.17355	-122.45337	nep
Sumas - Fraser Confluence	FWS	Underwater mooring	135.3	49.1959	-121.97485	nep
Upper Pitt River	FWS	Underwater mooring	135.3	49.351767	-122.61455	nep
GRAVES_H001	GRAVES	Underwater mooring	16	58.40891	-137.14728	nep
GRAVES_H002	GRAVES	Underwater mooring	31	58.40352	-137.15704	nep
GRAVES_H003	GRAVES	Underwater mooring	82	58.39844	-137.16795	nep
GRAVES_H004	GRAVES	Underwater mooring	110	58.39365	-137.17938	nep
GRAVES_H005	GRAVES	Underwater mooring	135	58.38872	-137.19046	nep
GRAVES_H006	GRAVES	Underwater mooring	154	58.38337	-137.20093	nep
GRAVES_H007	GRAVES	Underwater mooring	168	58.37799	-137.21106	nep
GRAVES_H008	GRAVES	Underwater mooring	173	58.3728	-137.22182	nep
GRAVES_H009	GRAVES	Underwater mooring	167	58.36762	-137.23294	nep
GRAVES_H010	GRAVES	Underwater mooring	152	58.36302	-137.24515	nep
GRAVES_H011	GRAVES	Underwater mooring	172	58.35879	-137.25769	nep
GRAVES_H012	GRAVES	Underwater mooring	183	58.35395	-137.26872	nep
GRAVES_H013	GRAVES	Underwater mooring	188	58.34781	-137.27986	nep
GRAVES_H014	GRAVES	Underwater mooring	122.5	58.20818	-136.85947	nep
GRAVES_H015	GRAVES	Underwater mooring	146.3	58.20271	-136.86929	nep
GRAVES_H016	GRAVES	Underwater mooring	157.3	58.19721	-136.87898	nep
GRAVES_H017	GRAVES	Underwater mooring	168.2	58.1913	-136.88785	nep
GRAVES_H018	GRAVES	Underwater mooring	179.2	58.18505	-136.89624	nep
GRAVES_H019	GRAVES	Underwater mooring	188.4	58.17916	-136.90492	nep
GRAVES_H020	GRAVES	Underwater mooring	197.5	58.17328	-136.9124	nep
GRAVES_H021	GRAVES	Underwater mooring	203	58.16856	-136.91518	nep
GRAVES_H022	GRAVES	Underwater mooring	210.3	58.16158	-136.91978	nep
GRAVES_H023	GRAVES	Underwater mooring	210.3	58.15865	-136.92458	nep
Port Gravina001	GRAVN	Underwater mooring	17	60.6513	-146.27072	nep
Port Gravina012	GRAVN	Underwater mooring	17	60.68885	-146.39118	nep
Port Gravina015	GRAVN	Underwater mooring	15.9	60.6426	-146.28735	nep
Port Gravina016	GRAVN	Underwater mooring	11.6	60.68885	-146.32343	nep
Port Gravina017	GRAVN	Underwater mooring	14.6	60.6923	-146.32127	nep
Port Gravina018	GRAVN	Underwater mooring	18.9	60.6637	-146.2525	nep
Port Gravina019	GRAVN	Underwater mooring	13.4	60.67207	-146.23412	nep
Port Gravina020	GRAVN	Underwater mooring	18.3	60.6667	-146.25855	nep
Port Gravina021	GRAVN	Underwater mooring	13.7	60.6686	-146.2485	nep
Port Gravina022	GRAVN	Underwater mooring	18.3	60.67312	-146.22983	nep
Port Gravina010	GRAVN	Underwater mooring	58.5	60.68245	-146.36933	nep
Port Gravina011	GRAVN	Underwater mooring	42.7	60.68627	-146.38077	nep
Port Gravina013	GRAVN	Underwater mooring	7	60.69057	-146.39893	nep
Port Gravina014	GRAVN	Underwater mooring	18.3	60.67235	-146.23873	nep
Port Gravina002	GRAVN	Underwater mooring	47.3	60.65167	-146.27803	nep
Port Gravina023	GRAVN	Underwater mooring	15.2	60.62416	-146.21777	nep
Port Gravina003	GRAVN	Underwater mooring	68.6	60.65563	-146.28922	nep
Port Gravina004	GRAVN	Underwater mooring	118.9	60.65947	-146.30067	nep
Port Gravina005	GRAVN	Underwater mooring	130.5	60.6633	-146.3121	nep
Port Gravina006	GRAVN	Underwater mooring	127.7	60.66713	-146.32355	nep
Port Gravina007	GRAVN	Underwater mooring	124.7	60.67095	-146.335	nep
Port Gravina008	GRAVN	Underwater mooring	89.9	60.67478	-146.346	nep
Port Gravina009	GRAVN	Underwater mooring	71	60.67862	-146.35788	nep
HS_IN001	HOWE	Underwater mooring	190	49.59388	-123.22941	nep
HS_IN002	HOWE	Underwater mooring	283	49.59565	-123.23552	nep
HS_IN004	HOWE	Underwater mooring	280	49.59982	-123.25163	nep
HS_IN003	HOWE	Underwater mooring	282	49.59722	-123.24008	nep
HS_OUT001	HOWE	Underwater mooring	115	49.4714	-123.25158	nep
HS_OUT002	HOWE	Underwater mooring	220	49.46955	-123.26128	nep
HS_OUT003	HOWE	Underwater mooring	249	49.4688	-123.27065	nep
HS_OUT004	HOWE	Underwater mooring	249	49.46747	-123.2803	nep
HS_OUT005	HOWE	Underwater mooring	240	49.46727	-123.29053	nep
HS_OUT006	HOWE	Underwater mooring	240	49.46632	-123.3007	nep
HS_OUT007	HOWE	Underwater mooring	200	49.46605	-123.31087	nep
HS_OUT008	HOWE	Underwater mooring	151	49.47352	-123.46145	nep
HS_OUT009	HOWE	Underwater mooring	173	49.4786	-123.46608	nep
HS_OUT010	HOWE	Underwater mooring	177	49.48202	-123.4684	nep
HS_OUT011	HOWE	Underwater mooring	124.4	49.48209	-123.47069	nep
HLW-END	HWI	Underwater mooring	135.3	43.03	-66.36	nep
KNH-END	HWI	Underwater mooring	135.3	43.03	-66.36	nep
WKE-END	HWI	Underwater mooring	135.3	43.03	-66.36	nep
WKW-END	HWI	Underwater mooring	135.3	43.03	-66.36	nep
HLW-START	HWI	Underwater mooring	135.3	43.03	-66.36	nep
KNH-START	HWI	Underwater mooring	135.3	43.03	-66.36	nep
WKE-START	HWI	Underwater mooring	135.3	43.03	-66.36	nep
WKW-START	HWI	Underwater mooring	135.3	43.03	-66.36	nep
WAIKIKI WEST DEEP	HWI	Underwater mooring	183	21.27442	-157.89825	nep
WAIKIKI WEST SHALLOW	HWI	Underwater mooring	37	21.28347	-157.8932	nep
WAIKIKI EAST DEEP	HWI	Underwater mooring	183	21.2716	-157.86293	nep
WAIKIKI WEST MIDDLE	HWI	Underwater mooring	73	21.28035	-157.89583	nep
WAIKIKI EAST MIDDLE	HWI	Underwater mooring	73	21.27402	-157.85913	nep
FFS-FFS SE MESO	HWI	Underwater mooring	135.3	23.61809	-166.13956	nep
FFS-FFS SW MESO	HWI	Underwater mooring	135.3	23.63191	-166.20595	nep
FFS-RAPTURE MESO	HWI	Underwater mooring	135.3	23.63033	-166.18883	nep
FFS-RAPTURE REEF	HWI	Underwater mooring	135.3	23.63509	-166.1857	nep
MAUI-KAANAPALI DEEP	HWI	Underwater mooring	135.3	20.92041	-156.74126	nep
MAUI-KAHULUI DEEP	HWI	Underwater mooring	135.3	20.94734	-156.455	nep
MAUI-KALAMA DEEP	HWI	Underwater mooring	135.3	20.71473	-156.48593	nep
MAUI-KALAMA SHALLOW	HWI	Underwater mooring	135.3	20.72546	-156.45827	nep
MAUI-OLOWALU DEEP	HWI	Underwater mooring	135.3	20.76218	-156.62425	nep
MAUI-OLOWALU SHALLOW	HWI	Underwater mooring	135.3	20.80102	-156.61725	nep
MAUI-PALAUEA DEEP	HWI	Underwater mooring	135.3	20.66659	-156.46616	nep
MAUI-PALAUEA SHALLOW	HWI	Underwater mooring	135.3	20.66983	-156.44591	nep
MAUI-WAIEHU SHALLOW	HWI	Underwater mooring	135.3	20.90974	-156.47993	nep
OAHU-COCONUT - HIMB SE	HWI	Underwater mooring	135.3	21.43453	-157.78382	nep
OAHU-GR5	HWI	Underwater mooring	135.3	21.49908	-157.82785	nep
OAHU-KANEOHE MIDBAY	HWI	Underwater mooring	135.3	21.46295	-157.81978	nep
OAHU-KIPAPA DEEP	HWI	Underwater mooring	135.3	21.50922	-157.76558	nep
OAHU-KIPAPA MEDIUM	HWI	Underwater mooring	135.3	21.49728	-157.77423	nep
OAHU-KIPAPA SHALLOW	HWI	Underwater mooring	135.3	21.49008	-157.7788	nep
OAHU-LILIPUNA	HWI	Underwater mooring	135.3	21.43198	-157.79348	nep
OAHU-MOKU MANU	HWI	Underwater mooring	135.3	21.50158	-157.79359	nep
OAHU-NORTH SHORE SHARK ADVENTURES BUOY	HWI	Underwater mooring	135.3	21.62013	-158.15256	nep
OAHU-REEF 44	HWI	Underwater mooring	135.3	21.4767	-157.8299	nep
OAHU-SUNSET BEACH	HWI	Underwater mooring	135.3	21.6771	-158.04376	nep
OAHU-ULUA BARGE	HWI	Underwater mooring	135.3	21.52571	-157.81158	nep
OAHU-WAIKIKI EAST DEEP	HWI	Underwater mooring	135.3	21.2714	-157.35452	nep
OAHU-WAIKIKI EAST MID	HWI	Underwater mooring	135.3	21.27365	-157.35456	nep
OAHU-WAIKIKI EAST SHALLOW	HWI	Underwater mooring	135.3	21.27628	-157.85495	nep
OAHU-WAIKIKI WEST DEEP	HWI	Underwater mooring	135.3	21.27448	-157.89993	nep
OAHU-WAIKIKI WEST MID	HWI	Underwater mooring	135.3	21.28025	-157.89535	nep
OAHU-WAIKIKI WEST SHALLOW	HWI	Underwater mooring	135.3	21.2833	-157.89308	nep
PHR-MESO MID CHANNEL	HWI	Underwater mooring	135.3	27.78388	-175.85747	nep
Kahuui Mid	HWI	Underwater mooring	135.3	20.92818	-156.45049	nep
Main Channel - West Side	HWI	Underwater mooring	135.3	27.79091667	-175.863	nep
Meso Mid Ledge	HWI	Underwater mooring	135.3	27.76528	-175.89598	nep
Outer North K Bay	HWI	Underwater mooring	135.3	21.50165	-157.79363	nep
Pailolo	HWI	Underwater mooring	135.3	21.126429	-156.703885	nep
Palauea Deep	HWI	Underwater mooring	135.3	20.66627	-156.46614	nep
SE Channel	HWI	Underwater mooring	135.3	27.78701667	-175.8362333	nep
Turtle Cave	HWI	Underwater mooring	135.3	21.473889	-157.778611	nep
Waikiki West Mid	HWI	Underwater mooring	135.3	21.28	-157.89531	nep
IND_ARM001	INDARM	Underwater mooring	18.3	49.29152	-122.95393	nep
IND_ARM002	INDARM	Underwater mooring	42.1	49.29737	-122.95556	nep
NJDF011	JDF	Underwater mooring	165	48.3222	-123.9934	nep
NJDF012	JDF	Underwater mooring	170	48.3168	-124.0002	nep
NJDF013	JDF	Underwater mooring	177	48.3115	-124.0069	nep
NJDF014	JDF	Underwater mooring	184	48.3059	-124.0133	nep
NJDF015	JDF	Underwater mooring	184	48.3006	-124.0202	nep
NJDF016	JDF	Underwater mooring	190	48.2952	-124.0269	nep
NJDF017	JDF	Underwater mooring	190	48.2897	-124.0337	nep
NJDF018	JDF	Underwater mooring	185	48.2844	-124.0405	nep
NJDF019	JDF	Underwater mooring	182	48.2789	-124.0469	nep
NJDF020	JDF	Underwater mooring	180	48.2735	-124.0536	nep
NJDF021	JDF	Underwater mooring	180	48.2681	-124.0603	nep
NJDF022	JDF	Underwater mooring	170	48.2626	-124.0669	nep
NJDF023	JDF	Underwater mooring	170	48.2572	-124.0737	nep
NJDF024	JDF	Underwater mooring	150	48.2463	-124.0871	nep
NJDF025	JDF	Underwater mooring	133	48.2518	-124.0802	nep
NJDF026	JDF	Underwater mooring	150	48.241	-124.0938	nep
NJDF027	JDF	Underwater mooring	147	48.2355	-124.1005	nep
NJDF028	JDF	Underwater mooring	130	48.2302	-124.1072	nep
NJDF029	JDF	Underwater mooring	70	48.2246	-124.1141	nep
JDF031	JDF	Underwater mooring	54.9	48.22032	-124.10104	nep
JDF005	JDF	Underwater mooring	120	48.3559	-123.95138	nep
JDF008	JDF	Underwater mooring	140	48.33848	-123.97333	nep
JDF009	JDF	Underwater mooring	152	48.33168	-123.97857	nep
JDF010	JDF	Underwater mooring	165	48.32558	-123.98545	nep
JDF012	JDF	Underwater mooring	174	48.313	-123.9994	nep
JDF017	JDF	Underwater mooring	189	48.27874	-124.03619	nep
JDF020	JDF	Underwater mooring	182	48.26402	-124.06326	nep
JDF021	JDF	Underwater mooring	176	48.25927	-124.07282	nep
JDF027	JDF	Underwater mooring	71	48.22396	-124.11169	nep
JDF028	JDF	Underwater mooring	151.8	48.23439	-124.0826	nep
JDF-ST01	JDF	Underwater mooring	140	48.33667	-123.96877	nep
JDF-ST02	JDF	Underwater mooring	140	48.33487	-123.97104	nep
JDF016	JDF	Underwater mooring	190	48.28286	-124.02527	nep
JDF018	JDF	Underwater mooring	182	48.27439	-124.04577	nep
NJDF001	JDF	Underwater mooring	15	48.3764	-123.9261	nep
NJDF002	JDF	Underwater mooring	80	48.3711	-123.933	nep
NJDF003	JDF	Underwater mooring	105	48.3656	-123.9397	nep
NJDF004	JDF	Underwater mooring	115	48.3602	-123.9463	nep
NJDF005	JDF	Underwater mooring	120	48.3548	-123.9529	nep
NJDF006	JDF	Underwater mooring	130	48.3493	-123.9597	nep
NJDF007	JDF	Underwater mooring	135	48.344	-123.9664	nep
NJDF008	JDF	Underwater mooring	140	48.3385	-123.9731	nep
NJDF009	JDF	Underwater mooring	145	48.3332	-123.9798	nep
NJDF010	JDF	Underwater mooring	160	48.3277	-123.9866	nep
JDF001	JDF	Underwater mooring	43	48.37382	-123.92098	nep
JDF002	JDF	Underwater mooring	63	48.3721	-123.92668	nep
JDF003	JDF	Underwater mooring	107	48.36703	-123.93523	nep
JDF004	JDF	Underwater mooring	110	48.36168	-123.94363	nep
Baff01-01	ABO	Underwater mooring	700	71.9783	-71.4421	OTN-Global
Baff01-02	ABO	Underwater mooring	900	72.0093	-71.3446	OTN-Global
Baff01-03	ABO	Underwater mooring	1100	72.0422	-71.2405	OTN-Global
Baff03-01	ABO	Underwater mooring	702	70.6832	-66.8139	OTN-Global
Baff03-02	ABO	Underwater mooring	900	70.687	-66.7662	OTN-Global
Baff03-03	ABO	Underwater mooring	1100	70.6934	-66.6869	OTN-Global
Baff04-01	ABO	Underwater mooring	1100	68.9778	-64.0851	OTN-Global
Baff04-02	ABO	Underwater mooring	900	68.9788	-64.1834	OTN-Global
Baff04-03	ABO	Underwater mooring	700	68.9788	-64.2561	OTN-Global
Baff06-01	ABO	Underwater mooring	589	67.6442	-62.4104	OTN-Global
Baff06-02	ABO	Underwater mooring	1000	67.6863	-62.3711	OTN-Global
Baff06-03	ABO	Underwater mooring	1034	67.7546	-62.3085	OTN-Global
Baff07-01	ABO	Underwater mooring	997	66.8398	-59.4322	OTN-Global
Baff07-02	ABO	Underwater mooring	859	66.7164	-59.6917	OTN-Global
Baff07-03	ABO	Underwater mooring	651	66.5973	-59.9616	OTN-Global
Nar01-01	ABO	Underwater mooring	1116	68.1608	-59.7771	OTN-Global
Nar01-02	ABO	Underwater mooring	1024	68.1631	-59.7416	OTN-Global
Nar01-03	ABO	Underwater mooring	972	68.1646	-59.7192	OTN-Global
Nar01-04	ABO	Underwater mooring	702	68.1697	-59.6212	OTN-Global
Nar02-01	ABO	Underwater mooring	1085	67.8498	-59.3662	OTN-Global
Nar02-02	ABO	Underwater mooring	934	67.8575	-59.3253	OTN-Global
Nar02-03	ABO	Underwater mooring	815	67.8647	-59.2984	OTN-Global
Nar02-04	ABO	Underwater mooring	647	67.8774	-59.2457	OTN-Global
Nar03-01	ABO	Underwater mooring	1104	67.6398	-58.9723	OTN-Global
Nar03-02	ABO	Underwater mooring	1019	67.6475	-58.9476	OTN-Global
Nar03-03	ABO	Underwater mooring	875	67.6559	-58.9188	OTN-Global
Nar03-04	ABO	Underwater mooring	709	67.6657	-58.8859	OTN-Global
Nar04-01	ABO	Underwater mooring	1100	67.4064	-58.4661	OTN-Global
Nar04-02	ABO	Underwater mooring	1002	67.4363	-58.3335	OTN-Global
Nar04-03	ABO	Underwater mooring	905	67.4538	-58.2862	OTN-Global
Nar04-04	ABO	Underwater mooring	701	67.4741	-58.2206	OTN-Global
Nar05-01	ABO	Underwater mooring	952	67.25	-60.5	OTN-Global
Nar05-02	ABO	Underwater mooring	990	67.2495	-60.3825	OTN-Global
Nar05-03	ABO	Underwater mooring	1024	67.2504	-60.2548	OTN-Global
ACB001	ACB	Underwater mooring	9.5	68.9393	-108.5106	OTN-Global
ACB003	ACB	Underwater mooring	1.5	69.1753	-107.1322	OTN-Global
ACB004	ACB	Underwater mooring	8	69.1513	-107.0895	OTN-Global
ACB005	ACB	Underwater mooring	8	69.1444	-107.0526	OTN-Global
ACB006	ACB	Underwater mooring	11	69.4628	-106.6969	OTN-Global
ACB007	ACB	Underwater mooring	14	69.3983	-106.3289	OTN-Global
ACB008	ACB	Underwater mooring	9.6	69.4052	-106.3515	OTN-Global
ACB009	ACB	Underwater mooring	10	69.4009	-105.1558	OTN-Global
ACB010	ACB	Underwater mooring	3.8	69.4053	-106.3001	OTN-Global
ACB011	ACB	Underwater mooring	6	69.2519	-105.8271	OTN-Global
ACB012	ACB	Underwater mooring	40	69.1138	-105.0355	OTN-Global
ACB013	ACB	Underwater mooring	8.3	69.0228	-107.2993	OTN-Global
ACB014	ACB	Underwater mooring	23.5	69.0222	-107.2742	OTN-Global
ACB015	ACB	Underwater mooring	8.5	69.3721	-106.7769	OTN-Global
ACB016	ACB	Underwater mooring	20	69.37	-106.7425	OTN-Global
ACB017	ACB	Underwater mooring	8.8	69.4651	-106.4652	OTN-Global
ACB018	ACB	Underwater mooring	9	69.4593	-106.4805	OTN-Global
ACB019	ACB	Underwater mooring	7.2	69.3462	-106.3219	OTN-Global
ACB020	ACB	Underwater mooring	9.2	69.3473	-106.3525	OTN-Global
ACB021	ACB	Underwater mooring	22	69.1464	-105.9717	OTN-Global
ACB022	ACB	Underwater mooring	20	69.1407	-105.9854	OTN-Global
ACB023	ACB	Underwater mooring	25	69.088	-105.299	OTN-Global
ACB024	ACB	Underwater mooring	48	69.0832	-105.3231	OTN-Global
ACB025	ACB	Underwater mooring	12.4	69.2508	-106.8852	OTN-Global
ACB026	ACB	Underwater mooring	21.5	69.2501	-106.8553	OTN-Global
ACB027	ACB	Underwater mooring	41	69.249	-106.823	OTN-Global
ACB028	ACB	Underwater mooring	60.3	69.2481	-106.7959	OTN-Global
ACB029	ACB	Underwater mooring	63	69.2474	-106.7686	OTN-Global
ACB030	ACB	Underwater mooring	64	69.246	-106.7423	OTN-Global
ACB031	ACB	Underwater mooring	59.6	69.2453	-106.7134	OTN-Global
ACB032	ACB	Underwater mooring	49.4	69.2442	-106.683	OTN-Global
ACB033	ACB	Underwater mooring	59.6	69.2432	-106.6549	OTN-Global
ACB034	ACB	Underwater mooring	63.2	69.2425	-106.6283	OTN-Global
ACB035	ACB	Underwater mooring	48	69.2414	-106.5986	OTN-Global
ACB036	ACB	Underwater mooring	40.5	69.2405	-106.5658	OTN-Global
ACB037	ACB	Underwater mooring	45	69.2393	-106.5379	OTN-Global
ACB038	ACB	Underwater mooring	47	69.2385	-106.5105	OTN-Global
ACB039	ACB	Underwater mooring	37.4	69.2372	-106.4779	OTN-Global
ACB040	ACB	Underwater mooring	36	69.2363	-106.4444	OTN-Global
ACB041	ACB	Underwater mooring	15.3	69.2355	-106.4142	OTN-Global
ACB042	ACB	Underwater mooring	8	69.1544	-107.078	OTN-Global
ACB043	ACB	Underwater mooring	7.4	69.4142	-106.1748	OTN-Global
ACB070	ACB	Underwater mooring	5.6	69.4631	-105.5118	OTN-Global
ACB069	ACB	Underwater mooring	10.3	69.4595	-104.6015	OTN-Global
ACB044	ACB	Underwater mooring	45.3	69.2374	-106.4863	OTN-Global
ACB045	ACB	Underwater mooring	45	69.2388	-106.5279	OTN-Global
ACB046	ACB	Underwater mooring	42.2	69.2405	-106.5697	OTN-Global
ACB047	ACB	Underwater mooring	56	69.2416	-106.6118	OTN-Global
ACB048	ACB	Underwater mooring	59.9	69.2431	-106.6546	OTN-Global
ACB049	ACB	Underwater mooring	53.1	69.2447	-106.6962	OTN-Global
ACB050	ACB	Underwater mooring	62.7	69.2457	-106.7366	OTN-Global
ACB051	ACB	Underwater mooring	64.1	69.2476	-106.7793	OTN-Global
ACB052	ACB	Underwater mooring	44.3	69.2489	-106.8199	OTN-Global
ACB053	ACB	Underwater mooring	8.5	69.4864	-104.3379	OTN-Global
ACB054	ACB	Underwater mooring	7	69.554	-104.1778	OTN-Global
ACB055	ACB	Underwater mooring	6	69.7241	-104.4968	OTN-Global
ACB056	ACB	Underwater mooring	9	69.8725	-104.8563	OTN-Global
ACB057	ACB	Underwater mooring	6.5	69.7699	-104.3603	OTN-Global
ACB058	ACB	Underwater mooring	9.3	69.4412	-106.6698	OTN-Global
ACB059	ACB	Underwater mooring	13	69.4387	-106.6944	OTN-Global
ACB060	ACB	Underwater mooring	8	69.1504	-107.0775	OTN-Global
ACB061	ACB	Underwater mooring	135.3	69.3743	-105.0409	OTN-Global
ACB062	ACB	Underwater mooring	3.8	69.4029	-106.2958	OTN-Global
ACB063	ACB	Underwater mooring	4	69.4172	-106.1406	OTN-Global
ACB064	ACB	Underwater mooring	6	69.3657	-106.0173	OTN-Global
ACB065	ACB	Underwater mooring	5.5	69.392	-105.7693	OTN-Global
ACB066	ACB	Underwater mooring	7.3	69.3287	-104.8042	OTN-Global
ACB067	ACB	Underwater mooring	22.1	69.3973	-104.5619	OTN-Global
ACB068	ACB	Underwater mooring	20.6	69.4049	-104.5739	OTN-Global
ACB071	ACB	Underwater mooring	5	69.4727	-105.8375	OTN-Global
ACB072	ACB	Underwater mooring	16.4	69.4335	-105.1671	OTN-Global
ACB073	ACB	Underwater mooring	21.2	69.4262	-105.1615	OTN-Global
ACB074	ACB	Underwater mooring	50	69.4181	-105.1573	OTN-Global
ACB075	ACB	Underwater mooring	32	69.4098	-105.1471	OTN-Global
ACB076	ACB	Underwater mooring	4	69.5283	-106.9399	OTN-Global
ACB-ST01	ACB	Underwater mooring	135.3	69.5309	-106.9513167	OTN-Global
ACB-ST02	ACB	Underwater mooring	135.3	69.24453	-106.68295	OTN-Global
ACB-ST03	ACB	Underwater mooring	135.3	69.40258	-106.34234	OTN-Global
ACS-SB1	ACS	Underwater mooring	1500	65.6311	-65.9246	OTN-Global
ACS-SD3	ACS	Underwater mooring	1500	65.3568	-65.7087	OTN-Global
Satellite-2011-Ring Seal	ACS	Underwater mooring	135.3	65.968	-66.35	OTN-Global
ACS-SD2	ACS	Underwater mooring	1500	65.3492	-65.7479	OTN-Global
ACS010	ACS	Underwater mooring	227	65.96793	-66.35099	OTN-Global
ACS-SE2	ACS	Underwater mooring	960	65.2377	-65.5144	OTN-Global
ACS-SD1	ACS	Underwater mooring	1500	65.3415	-65.7868	OTN-Global
ACS-WG3	ACS	Underwater mooring	249	65.9867	-66.4388	OTN-Global
ACS001	ACS	Underwater mooring	177.4	66.01957	-66.61344	OTN-Global
ACS-WA4R1	ACS	Underwater mooring	275	66.1768	-66.7763	OTN-Global
ACS011	ACS	Underwater mooring	271	65.96146	-66.3215	OTN-Global
ACS-SA1	ACS	Underwater mooring	1500	65.8266	-66.1373	OTN-Global
ACS-WG4	ACS	Underwater mooring	431	65.9764	-66.4685	OTN-Global
ACS-ST01	ACS	Underwater mooring	234	65.96471167	-66.33651833	OTN-Global
ACS-ST02	ACS	Underwater mooring	265	65.96625667	-66.344395	OTN-Global
ACS002	ACS	Underwater mooring	117	66.01829	-66.58431	OTN-Global
ACS003	ACS	Underwater mooring	82	66.01186	-66.55526	OTN-Global
ACS004	ACS	Underwater mooring	173	66.00568	-66.52592	OTN-Global
ACS005	ACS	Underwater mooring	115	65.99931	-66.49643	OTN-Global
ACS006	ACS	Underwater mooring	375	65.99328	-66.46783	OTN-Global
ACS007	ACS	Underwater mooring	241	65.98663	-66.43857	OTN-Global
ACS008	ACS	Underwater mooring	208	65.98055	-66.40946	OTN-Global
ACS009	ACS	Underwater mooring	183	65.97414	-66.38048	OTN-Global
ACS-ST-PanR01	ACS	Underwater mooring	109	66.1478	-65.7804	OTN-Global
ACS-ST-PanR02	ACS	Underwater mooring	116	66.1482	-65.7793	OTN-Global
ACS-ST-PanR03	ACS	Underwater mooring	129	66.1487	-65.7779	OTN-Global
ACS-ST-PanR04	ACS	Underwater mooring	135	66.1492	-65.7769	OTN-Global
ACS-ST-PanR05	ACS	Underwater mooring	110	66.146	-65.7846	OTN-Global
ACS-ST-PanR06	ACS	Underwater mooring	103	66.1468	-65.7827	OTN-Global
ACS-ST-SE3R01	ACS	Underwater mooring	1042	65.2357	-65.5641	OTN-Global
ACS-ST-SE3R02	ACS	Underwater mooring	1040	65.2354	-65.5626	OTN-Global
ACS-ST-SE3R03	ACS	Underwater mooring	1026	65.2348	-65.5627	OTN-Global
ACS-ST-SE3R04	ACS	Underwater mooring	1021	65.2343	-65.561	OTN-Global
ACS-ST-SE3R05	ACS	Underwater mooring	1034	65.232	-65.5577	OTN-Global
ACS-ST-WA4R01	ACS	Underwater mooring	405	66.1813	-66.7902	OTN-Global
ACS-ST-WA4R02	ACS	Underwater mooring	438	66.1809	-66.7891	OTN-Global
ACS-ST-WA4R03	ACS	Underwater mooring	443	66.1805	-66.7878	OTN-Global
ACS-ST-WA4R04	ACS	Underwater mooring	451	66.18	-66.7867	OTN-Global
ACS-ST-WA4R05	ACS	Underwater mooring	439	66.1795	-66.7856	OTN-Global
ACS-PanR2	ACS	Underwater mooring	111	66.1473	-65.7817	OTN-Global
ACS-WG2	ACS	Underwater mooring	372	65.9932	-66.4679	OTN-Global
ACS-SE3R1	ACS	Underwater mooring	950	65.2445	-65.4755	OTN-Global
ACS-SC2	ACS	Underwater mooring	1500	65.4712	-65.9307	OTN-Global
ACS-WA4R2	ACS	Underwater mooring	482	66.1776	-66.781	OTN-Global
ACS-PanR3	ACS	Underwater mooring	151	66.151	-65.7719	OTN-Global
ACS-WB4	ACS	Underwater mooring	486	66.1461	-66.6736	OTN-Global
ACS-WB3	ACS	Underwater mooring	434	66.1534	-66.6606	OTN-Global
ACS-SA3	ACS	Underwater mooring	914	65.8145	-66.2198	OTN-Global
ACS-SC3	ACS	Underwater mooring	1500	65.4646	-65.971	OTN-Global
ACS-SE1	ACS	Underwater mooring	1020	65.23	-65.5544	OTN-Global
ACS-SE3R2	ACS	Underwater mooring	1063	65.2363	-65.5673	OTN-Global
ACS-WG1	ACS	Underwater mooring	149	65.9993	-66.4964	OTN-Global
ACS-SE3R4	ACS	Underwater mooring	1500	65.23	-65.5548	OTN-Global
ACS-WB1	ACS	Underwater mooring	361	66.1679	-66.6359	OTN-Global
ACS-PanR1	ACS	Underwater mooring	110	66.1458	-65.7844	OTN-Global
ACS-WC1	ACS	Underwater mooring	356	66.1099	-66.4471	OTN-Global
ACS-SE3R3	ACS	Underwater mooring	1063	65.2377	-65.5673	OTN-Global
ACS-SMouth1	ACS	Underwater mooring	475	64.7679	-63.9975	OTN-Global
ACS-WA3	ACS	Underwater mooring	333	66.1847	-66.7639	OTN-Global
ACS-SC1	ACS	Underwater mooring	1500	65.4777	-65.8898	OTN-Global
ACS-WB2	ACS	Underwater mooring	408	66.1608	-66.6474	OTN-Global
ACS-WC3	ACS	Underwater mooring	411	66.0957	-66.473	OTN-Global
ACS-WA1	ACS	Underwater mooring	355	66.1986	-66.7409	OTN-Global
ACS-SA2	ACS	Underwater mooring	1500	65.8203	-66.1785	OTN-Global
ACS-WC4	ACS	Underwater mooring	447	66.0883	-66.4864	OTN-Global
ACS-PanR4	ACS	Underwater mooring	150	66.1523	-65.7686	OTN-Global
ACS-WA2	ACS	Underwater mooring	431	66.1919	-66.7528	OTN-Global
ACS-WA4R3	ACS	Underwater mooring	395	66.1826	-66.7935	OTN-Global
ACS-WC2	ACS	Underwater mooring	440	66.1023	-66.4601	OTN-Global
ACS-WG5	ACS	Underwater mooring	459	65.9833	-66.499	OTN-Global
ACS012	ACS	Underwater mooring	291	65.95504	-66.29242	OTN-Global
ACS013	ACS	Underwater mooring	250.5	65.94915	-66.26367	OTN-Global
ACS014	ACS	Underwater mooring	234	65.94264	-66.23439	OTN-Global
ACS015	ACS	Underwater mooring	249	65.9364	-66.2053	OTN-Global
ACS016	ACS	Underwater mooring	88	66.00813667	-66.61431167	OTN-Global
